#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3324661	3324954	-	CENAFE_16025	11.1	8.3		SO:0001217, UniParc:UPI0007DF6D4D, UniRef:UniRef100_A0A181C635, UniRef:UniRef50_A0A181C635, UniRef:UniRef90_A0A181C635
contig_1	3325138	3325407	-	CENAFE_16030	10.6	11.7		SO:0001217, UniParc:UPI0007DF7294, UniRef:UniRef100_A0A181C619, UniRef:UniRef50_A0A181C619, UniRef:UniRef90_A0A181C619
contig_1	3329655	3329867	+	CENAFE_16050	7.8	10.5		SO:0001217, UniParc:UPI0007DDC5A4, UniRef:UniRef100_A0A181CCW7, UniRef:UniRef50_A0A370X2U1, UniRef:UniRef90_A0A181CCW7
contig_1	3330261	3331067	+	CENAFE_16055	30.5	8.9		SO:0001217, UniParc:UPI0007DD7E70, UniRef:UniRef100_A0A858JQK3, UniRef:UniRef50_A0A4R4FRP5, UniRef:UniRef90_A0A858JQK3
contig_1	3332396	3333229	+	CENAFE_16065	31.7	9.1		SO:0001217, UniParc:UPI0007DD31D5, UniRef:UniRef100_A0A858JGT3, UniRef:UniRef50_A0A858JGT3, UniRef:UniRef90_A0A858JGT3
contig_1	3335521	3335655	+	CENAFE_16080	5.4	9.5		SO:0001217, UniParc:UPI0007DF2D93, UniRef:UniRef100_A0A181C570, UniRef:UniRef50_A0A181C570, UniRef:UniRef90_A0A181C570
contig_1	3340082	3340315	+	CENAFE_16110	8.7	6.8		RefSeq:WP_172459674.1, SO:0001217, UniParc:UPI0007DE55E0, UniRef:UniRef100_A0A181C577, UniRef:UniRef50_A0A181C577, UniRef:UniRef90_A0A181C577
contig_1	3351032	3352165	+	CENAFE_16165	43.3	9.7		RefSeq:WP_007400087.1, SO:0001217, UniParc:UPI000207FD7C, UniRef:UniRef100_A0A2D3HCD7, UniRef:UniRef50_A0A318QJ33, UniRef:UniRef90_A0A070AAC4
contig_1	3355589	3356557	-	CENAFE_16185	35.8	10.9		RefSeq:WP_034932524.1, SO:0001217, UniParc:UPI0004D3D453, UniRef:UniRef100_A0A2D3HCB3, UniRef:UniRef50_C7JBJ5, UniRef:UniRef90_A0A2D3HCB3
contig_1	3380823	3381668	-	CENAFE_16320	28.9	5.3		SO:0001217, UniRef:UniRef50_A0A365Z032, UniRef:UniRef90_A0A2D3HCA0
contig_1	3391407	3391580	+	CENAFE_16370	6.4	11.3		RefSeq:WP_007400044.1, SO:0001217, UniParc:UPI000207FC1D, UniRef:UniRef100_A0A181C926, UniRef:UniRef50_A0A0D6PZ05, UniRef:UniRef90_A0A181C926
contig_1	3426253	3426858	+	CENAFE_16510	20.6	8.7		RefSeq:WP_172459706.1, SO:0001217, UniParc:UPI0007DE2018, UniRef:UniRef100_A0A181C941, UniRef:UniRef50_W5YAI1, UniRef:UniRef90_A0A070A9E7
contig_1	3437874	3438830	+	CENAFE_16560	36.1	8.3		RefSeq:WP_112210168.1, SO:0001217, UniParc:UPI0007DDB780, UniRef:UniRef100_A0A2D3HHV1, UniRef:UniRef50_W5Y7E7, UniRef:UniRef90_A0A2D3HHV1
contig_1	3442797	3442991	-	CENAFE_16585	7.1	11.7		SO:0001217, UniParc:UPI0004D34B67, UniRef:UniRef100_A0A2D3HCD2, UniRef:UniRef50_A0A2D3HCD2, UniRef:UniRef90_A0A2D3HCD2
contig_1	3455223	3455432	+	CENAFE_16640	7.9	10.9		
contig_1	3467038	3467952	-	CENAFE_16695	34.3	9.4		RefSeq:WP_225063225.1, SO:0001217, UniParc:UPI0007DE2C3B, UniRef:UniRef100_A0A2D3HI51, UniRef:UniRef50_W5Y684, UniRef:UniRef90_A0A2D3HI51
contig_1	3503484	3503639	-	CENAFE_16820	6.0	7.9		RefSeq:WP_244297038.1, SO:0001217, UniParc:UPI0007DCFE30, UniRef:UniRef100_A0A347W7S3, UniRef:UniRef50_A0A347W7S3, UniRef:UniRef90_A0A347W7S3
contig_1	3515292	3515504	+	CENAFE_16880	8.0	6.0		SO:0001217, UniParc:UPI0007DD18D0, UniRef:UniRef100_A0A181C8W0, UniRef:UniRef50_A0A181C8W0, UniRef:UniRef90_A0A181C8W0
contig_1	3516391	3517950	+	CENAFE_16890	58.1	8.9	PF13005.10|zf-IS66	PFAM:PF13005.10
contig_1	3536825	3536977	-	CENAFE_17010	5.9	6.3		RefSeq:WP_166498132.1, SO:0001217, UniParc:UPI0007DCC96E, UniRef:UniRef100_A0A181C8Q9, UniRef:UniRef50_D5QDL8, UniRef:UniRef90_A0A181C8Q9
contig_1	3537321	3537644	-	CENAFE_17015	11.9	6.3		RefSeq:WP_034930119.1, SO:0001217, UniParc:UPI0004DAA679, UniRef:UniRef100_A0A070AAN9, UniRef:UniRef90_A0A8B7LNP2
contig_1	3538545	3539018	-	CENAFE_17020	17.4	5.5		SO:0001217, UniRef:UniRef50_A0A070A3D4, UniRef:UniRef90_A0A070A3D4
contig_1	3541590	3542030	-	CENAFE_17035	16.2	4.8		RefSeq:WP_034932795.1, SO:0001217, UniParc:UPI0004D78D12, UniRef:UniRef100_A0A070A4H8, UniRef:UniRef50_A0A094YRW4, UniRef:UniRef90_D5QDS5
contig_1	3559056	3559463	-	CENAFE_17115	15.1	8.7		SO:0001217, UniParc:UPI0007DE0B3A, UniRef:UniRef100_A0A181CER1, UniRef:UniRef50_A0A070ACX7, UniRef:UniRef90_A0A070ACX7
contig_1	3560079	3560204	-	CENAFE_17120	4.8	9.2		SO:0001217, UniParc:UPI000410B339, UniRef:UniRef100_A0A181CEU3, UniRef:UniRef50_A0A0M0EBR7, UniRef:UniRef90_A0A0M0EBR7
contig_1	3560247	3560600	-	CENAFE_17125	13.4	10.2		SO:0001217, UniParc:UPI0004D40796, UniRef:UniRef100_A0A070A6S7, UniRef:UniRef50_A0A070A6S7, UniRef:UniRef90_A0A070A6S7
contig_1	3561044	3561841	-	CENAFE_17130	28.4	9.5		SO:0001217, UniParc:UPI0007DDDA2C, UniRef:UniRef100_A0A149RYQ7, UniRef:UniRef50_A0A149RYQ7, UniRef:UniRef90_A0A149RYQ7
contig_1	3564501	3564689	+	CENAFE_17140	7.3	11.8		RefSeq:WP_070325067.1, SO:0001217, UniParc:UPI0005922E85, UniRef:UniRef100_A0A0N1F9G2, UniRef:UniRef50_W5YBS7, UniRef:UniRef90_A0A023D5J7
contig_1	3570507	3571139	+	CENAFE_17170	22.3	10.3		RefSeq:WP_019086936.1, SO:0001217, UniParc:UPI000364424F, UniRef:UniRef100_A0A070A2T5, UniRef:UniRef50_A0A7W4JCP8, UniRef:UniRef90_D5QDU5
contig_11	2486	2602	-	CENAFE_17195	4.3	6.5		SO:0001217, UniParc:UPI0007DD984A, UniRef:UniRef100_A0A181CEI5, UniRef:UniRef50_W5YEZ2, UniRef:UniRef90_A0A0M0ECK9
contig_20	4832	5515	+	CENAFE_17220	24.8	7.9		RefSeq:WP_007396187.1, SO:0001217, UniParc:UPI000208001F, UniRef:UniRef100_A0A3T0KJX0, UniRef:UniRef50_A0A160TIM6, UniRef:UniRef90_A0A3T0KJX0
contig_20	10069	10491	+	CENAFE_17255	14.9	4.9		RefSeq:WP_039998253.1, SO:0001217, UniParc:UPI00031018EC, UniRef:UniRef100_A0A181CEL0, UniRef:UniRef50_W5YF16, UniRef:UniRef90_W5YF16
contig_20	10994	12139	+	CENAFE_17265	42.1	7.8		KEGG:K12218, RefSeq:WP_112210244.1, SO:0001217, UniParc:UPI0007DDEBDC, UniRef:UniRef100_A0A181CEU4, UniRef:UniRef50_G2I7X8, UniRef:UniRef90_G2I7X8
contig_20	12150	12755	+	CENAFE_17270	20.6	6.2		RefSeq:WP_112210243.1, SO:0001217, UniParc:UPI0007DCEB87, UniRef:UniRef100_A0A181CEM4, UniRef:UniRef50_G2I7X7, UniRef:UniRef90_G2I7X7
contig_20	16418	16648	-	CENAFE_17285	8.6	9.9		SO:0001217, UniParc:UPI0003EA4CEE, UniRef:UniRef100_A0A0D6Q543, UniRef:UniRef50_A0A347WGT8, UniRef:UniRef90_A0A0D6Q543
contig_20	16942	17262	-	CENAFE_17290	12.4	9.8		SO:0001217, UniParc:UPI0003EA3B6B, UniRef:UniRef100_W5YE85, UniRef:UniRef50_W5YE85, UniRef:UniRef90_W5YE85
contig_8	725	2095	+	CENAFE_17300	50.9	5.5		RefSeq:WP_007400719.1, SO:0001217, UniParc:UPI000207FC4A, UniRef:UniRef100_A0A181C7K4, UniRef:UniRef50_A0A1U9KRR9, UniRef:UniRef90_G2I8G3
contig_8	8000	8140	-	CENAFE_17350	5.1	5.4		SO:0001217, UniParc:UPI000207FC57, UniRef:UniRef100_A0A0N1F7K4, UniRef:UniRef50_A0A0N1F7K4, UniRef:UniRef90_A0A0N1F7K4
contig_8	11302	11511	-	CENAFE_17370	7.8	10.0		SO:0001217, UniParc:UPI0002080158, UniRef:UniRef100_A0A181C687, UniRef:UniRef50_A0A070A9V4, UniRef:UniRef90_A0A070A9V4
contig_8	15719	16441	-	CENAFE_17395	25.8	11.2		RefSeq:WP_235721341.1, SO:0001217, UniParc:UPI0007DD7D8C, UniRef:UniRef100_A0A181CF07, UniRef:UniRef90_A0A6P4J8P0
contig_8	45400	45579	+	CENAFE_17525	7.0	7.8		SO:0001217, UniParc:UPI0007DCC243, UniRef:UniRef100_A0A181C505, UniRef:UniRef50_A0A181C505, UniRef:UniRef90_A0A181C505
contig_24	1138	1404	+	CENAFE_17565	9.6	6.7		
contig_24	2553	3314	+	CENAFE_17575	27.7	8.4		
contig_24	3430	3747	+	CENAFE_17580	11.6	9.8		SO:0001217, UniRef:UniRef50_UPI000D7D0AD9, UniRef:UniRef90_UPI000D7D0AD9
contig_24	15212	15811	-	CENAFE_17640	22.4	11.2	PF01526.20|DDE_Tnp_Tn3	PFAM:PF01526.20
contig_24	19449	19607	-	CENAFE_17670	5.8	11.6		
contig_24	19676	19870	-	CENAFE_17675	6.8	9.6		
contig_24	20794	20910	+	CENAFE_17685	4.0	4.1		
contig_24	23444	23914	-	CENAFE_17695	15.5	4.2	PF13332.9|Fil_haemagg_2	PFAM:PF13332.9
contig_24	24131	25039	-	CENAFE_17700	31.0	10.1	PF13332.9|Fil_haemagg_2	PFAM:PF13332.9
contig_24	35218	35493	+	CENAFE_17730	9.8	5.5		RefSeq:WP_110570055.1, SO:0001217, UniParc:UPI0007DDACF1, UniRef:UniRef100_A0A318QDS1, UniRef:UniRef50_A0A0M0EDR7, UniRef:UniRef90_A0A318QDS1
contig_24	38274	38537	-	CENAFE_17765	9.5	10.2	PF05534.15|HicB	PFAM:PF05534.15, RefSeq:WP_041250516.1, SO:0001217, UniParc:UPI0003EA3F49, UniRef:UniRef100_W5YDX5, UniRef:UniRef50_A0A257QZS2, UniRef:UniRef90_W5YDX5
contig_24	43513	43908	-	CENAFE_17790	14.1	8.7		SO:0001217, UniParc:UPI0007DCFFC0, UniRef:UniRef100_A0A181C7F5, UniRef:UniRef50_A0A0N1FBG4, UniRef:UniRef90_A0A0N1FBG4
contig_24	43965	44306	-	CENAFE_17795	12.9	9.8	PF14384.9|BrnA_antitoxin	COG:COG3514, COG:S, PFAM:PF14384.9, RefSeq:WP_007396313.1, SO:0001217, UniParc:UPI0002080262, UniRef:UniRef100_A0A318PEZ2, UniRef:UniRef50_A0A371Z101, UniRef:UniRef90_W5YDA4
contig_24	44711	44881	-	CENAFE_17805	6.1	4.7		RefSeq:WP_167400424.1, SO:0001217, UniParc:UPI0007DD5316, UniRef:UniRef100_A0A850P6N6, UniRef:UniRef50_W5YE44, UniRef:UniRef90_W5YE44
contig_24	45009	45200	+	CENAFE_17810	6.8	4.9		SO:0001217, UniParc:UPI000368BF26, UniRef:UniRef100_W5YDY6, UniRef:UniRef50_A0A0N0MH69, UniRef:UniRef90_W5YDY6
contig_24	48730	48906	+	CENAFE_17830	6.2	4.5		RefSeq:WP_010511397.1, SO:0001217, UniParc:UPI000237F2C3, UniRef:UniRef100_A0A0N0MH69, UniRef:UniRef50_A0A0N0MH69, UniRef:UniRef90_A0A0N0MH69
contig_24	49514	49804	-	CENAFE_17840	10.9	9.0	PF12441.11|CopG_antitoxin	COG:COG5304, COG:K, PFAM:PF12441.11, RefSeq:WP_242448098.1, SO:0001217, UniParc:UPI0007DE321E, UniRef:UniRef100_A0A181C7E7, UniRef:UniRef50_V8QX54, UniRef:UniRef90_A0A0M0ECW1
contig_24	50461	50688	+	CENAFE_17845	8.8	6.6		SO:0001217, UniParc:UPI000586663A, UniRef:UniRef100_A0A181C7F7, UniRef:UniRef50_S6D8G9, UniRef:UniRef90_A0A070AAM3
contig_24	53459	53713	-	CENAFE_17855	9.7	10.5		SO:0001217, UniParc:UPI000494301D, UniRef:UniRef100_A0A181C7G1, UniRef:UniRef50_A0A181C7G1, UniRef:UniRef90_A0A181C7G1
contig_24	65777	67498	-	CENAFE_17910	63.2	7.0		RefSeq:WP_232276070.1, SO:0001217, UniParc:UPI0005918839, UniRef:UniRef100_A0A0N1FAH0, UniRef:UniRef50_A0A0N1FAH0, UniRef:UniRef90_A0A0N1FAH0
contig_24	76548	77171	-	CENAFE_17970	23.3	7.7		RefSeq:WP_146220231.1, SO:0001217, UniParc:UPI0003EA4B67, UniRef:UniRef100_W5YDE4, UniRef:UniRef50_W5YDE4, UniRef:UniRef90_W5YDE4
contig_24	89869	90144	+	CENAFE_18000	9.8	5.5		RefSeq:WP_110570055.1, SO:0001217, UniParc:UPI0007DDACF1, UniRef:UniRef100_A0A318QDS1, UniRef:UniRef50_A0A0M0EDR7, UniRef:UniRef90_A0A318QDS1
contig_24	92925	93188	-	CENAFE_18035	9.5	10.2	PF05534.15|HicB	PFAM:PF05534.15, RefSeq:WP_041250516.1, SO:0001217, UniParc:UPI0003EA3F49, UniRef:UniRef100_W5YDX5, UniRef:UniRef50_A0A257QZS2, UniRef:UniRef90_W5YDX5
contig_24	98246	98560	-	CENAFE_18060	11.3	8.4		
contig_24	98617	98958	-	CENAFE_18065	12.9	9.8	PF14384.9|BrnA_antitoxin	COG:COG3514, COG:S, PFAM:PF14384.9, SO:0001217, UniRef:UniRef50_A0A371Z101, UniRef:UniRef90_W5YDA4
contig_24	99363	99533	-	CENAFE_18075	6.1	4.7		RefSeq:WP_167400424.1, SO:0001217, UniParc:UPI0007DD5316, UniRef:UniRef100_A0A850P6N6, UniRef:UniRef50_W5YE44, UniRef:UniRef90_W5YE44
contig_24	99661	99852	+	CENAFE_18080	6.8	4.9		SO:0001217, UniParc:UPI000368BF26, UniRef:UniRef100_W5YDY6, UniRef:UniRef50_A0A0N0MH69, UniRef:UniRef90_W5YDY6
contig_24	103382	103558	+	CENAFE_18100	6.2	4.5		RefSeq:WP_010511397.1, SO:0001217, UniParc:UPI000237F2C3, UniRef:UniRef100_A0A0N0MH69, UniRef:UniRef50_A0A0N0MH69, UniRef:UniRef90_A0A0N0MH69
contig_24	104776	105003	+	CENAFE_18110	8.8	6.6		SO:0001217, UniParc:UPI000586663A, UniRef:UniRef100_A0A181C7F7, UniRef:UniRef50_S6D8G9, UniRef:UniRef90_A0A070AAM3
contig_24	107776	108027	-	CENAFE_18120	9.6	10.2		SO:0001217, UniRef:UniRef50_A0A181C7G1, UniRef:UniRef90_A0A181C7G1
contig_5	96	620	+	CENAFE_18130	19.2	10.9	PF13384.9|HTH_23	PFAM:PF13384.9
contig_5	679	810	+	CENAFE_18135	4.5	6.7		
contig_5	911	2470	+	CENAFE_18140	58.1	9.0	PF13005.10|zf-IS66	PFAM:PF13005.10
contig_23	1839	2426	+	CENAFE_18155	22.0	9.4		SO:0001217, UniRef:UniRef50_A0A181C5U0, UniRef:UniRef90_A0A181C5U0
contig_23	2968	3249	-	CENAFE_18170	9.8	9.7		RefSeq:WP_112209745.1, SO:0001217, UniParc:UPI0007E2796E, UniRef:UniRef100_A0A181C5V3, UniRef:UniRef50_A0A149UMN0, UniRef:UniRef90_A0A149UMN0
contig_23	3314	3766	+	CENAFE_18175	15.9	8.7		SO:0001217, UniRef:UniRef50_A0A149UQ57, UniRef:UniRef90_A0A181C5U9
contig_23	3860	4039	-	CENAFE_18180	6.0	10.2		RefSeq:WP_146750213.1, SO:0001217, UniParc:UPI0007E15DA0, UniRef:UniRef100_A0A181C5Y2, UniRef:UniRef50_A0A181C5Y2, UniRef:UniRef90_A0A181C5Y2
contig_23	5616	6059	-	CENAFE_18190	16.2	5.3		
contig_22	1840	2427	+	CENAFE_18235	22.0	9.2		RefSeq:WP_146750211.1, SO:0001217, UniParc:UPI0007DF64C4, UniRef:UniRef100_A0A181C5U0, UniRef:UniRef50_A0A181C5U0, UniRef:UniRef90_A0A181C5U0
contig_22	2969	3250	-	CENAFE_18250	9.8	9.7		RefSeq:WP_112209745.1, SO:0001217, UniParc:UPI0007E2796E, UniRef:UniRef100_A0A181C5V3, UniRef:UniRef50_A0A149UMN0, UniRef:UniRef90_A0A149UMN0
contig_22	3315	3767	+	CENAFE_18255	15.9	8.3		SO:0001217, UniParc:UPI0007E01457, UniRef:UniRef100_A0A181C5U9, UniRef:UniRef50_A0A149UQ57, UniRef:UniRef90_A0A181C5U9
contig_22	3861	4040	-	CENAFE_18260	6.0	10.2		RefSeq:WP_146750213.1, SO:0001217, UniParc:UPI0007E15DA0, UniRef:UniRef100_A0A181C5Y2, UniRef:UniRef50_A0A181C5Y2, UniRef:UniRef90_A0A181C5Y2
contig_22	5353	5553	+	CENAFE_18270	7.8	9.6		RefSeq:WP_146750214.1, SO:0001217, UniParc:UPI0007E0DD50, UniRef:UniRef100_A0A181C5V8, UniRef:UniRef50_A0A270B4Q1, UniRef:UniRef90_A0A181C5V8
contig_22	10214	10801	+	CENAFE_18305	22.0	9.2		RefSeq:WP_146750211.1, SO:0001217, UniParc:UPI0007DF64C4, UniRef:UniRef100_A0A181C5U0, UniRef:UniRef50_A0A181C5U0, UniRef:UniRef90_A0A181C5U0
contig_22	11343	11624	-	CENAFE_18320	9.8	9.7		RefSeq:WP_112209745.1, SO:0001217, UniParc:UPI0007E2796E, UniRef:UniRef100_A0A181C5V3, UniRef:UniRef50_A0A149UMN0, UniRef:UniRef90_A0A149UMN0
contig_22	11689	12141	+	CENAFE_18325	15.9	8.3		SO:0001217, UniParc:UPI0007E01457, UniRef:UniRef100_A0A181C5U9, UniRef:UniRef50_A0A149UQ57, UniRef:UniRef90_A0A181C5U9
contig_22	12235	12414	-	CENAFE_18330	6.0	10.2		RefSeq:WP_146750213.1, SO:0001217, UniParc:UPI0007E15DA0, UniRef:UniRef100_A0A181C5Y2, UniRef:UniRef50_A0A181C5Y2, UniRef:UniRef90_A0A181C5Y2
